"Date","facility_name","Admissions","Attendance","Tri_1","Tri_2","Tri_3","Tri_4","Tri_5"
2014-04-05,"Royal Perth Hospital",90,226,4,34,83,89,16
2014-04-05,"Fremantle Hospital",76,167,0,33,66,54,13
2014-04-05,"Princess Margaret Hospital For Children",34,213,0,10,55,144,4
2014-04-05,"King Edward Memorial Hospital For Women",4,29,0,0,0,19,8
2014-04-05,"Sir Charles Gairdner Hospital",79,157,3,34,72,43,5
2014-04-05,"Armadale/Kelmscott District Memorial Hospital",18,167,0,22,53,78,14
2014-04-05,"Swan District Hospital",28,133,0,30,50,51,0
2014-04-05,"Rockingham General Hospital",21,124,0,15,44,57,7
2014-04-05,"Joondalup Health Campus",74,291,0,33,81,168,9
2014-04-06,"Royal Perth Hospital",94,243,4,50,81,92,16
2014-04-06,"Fremantle Hospital",64,155,0,27,56,54,17
2014-04-06,"Princess Margaret Hospital For Children",39,208,0,8,53,145,0
2014-04-06,"King Edward Memorial Hospital For Women",0,34,0,0,8,15,11
2014-04-06,"Sir Charles Gairdner Hospital",94,170,0,42,71,53,0
2014-04-06,"Armadale/Kelmscott District Memorial Hospital",17,188,0,23,61,84,19
2014-04-06,"Swan District Hospital",28,147,0,25,72,32,17
2014-04-06,"Rockingham General Hospital",18,153,0,10,56,79,8
2014-04-06,"Joondalup Health Campus",77,303,0,32,84,181,5
2014-04-07,"Royal Perth Hospital",86,252,5,48,80,94,24
2014-04-07,"Fremantle Hospital",73,165,0,24,60,57,23
2014-04-07,"Princess Margaret Hospital For Children",30,196,0,7,39,147,0
2014-04-07,"King Edward Memorial Hospital For Women",0,57,0,0,5,22,30
2014-04-07,"Sir Charles Gairdner Hospital",100,177,0,40,66,68,0
2014-04-07,"Armadale/Kelmscott District Memorial Hospital",23,190,0,26,61,95,8
2014-04-07,"Swan District Hospital",31,136,0,23,51,55,6
2014-04-07,"Rockingham General Hospital",18,159,0,17,56,80,5
2014-04-07,"Joondalup Health Campus",81,290,4,36,89,159,0
2014-04-08,"Royal Perth Hospital",102,225,0,41,67,88,28
2014-04-08,"Fremantle Hospital",71,169,0,30,61,61,16
2014-04-08,"Princess Margaret Hospital For Children",27,168,0,6,43,110,8
2014-04-08,"King Edward Memorial Hospital For Women",4,34,0,0,0,23,7
2014-04-08,"Sir Charles Gairdner Hospital",104,164,0,47,73,38,4
2014-04-08,"Armadale/Kelmscott District Memorial Hospital",27,177,0,23,73,67,14
2014-04-08,"Swan District Hospital",29,141,0,20,71,45,5
2014-04-08,"Rockingham General Hospital",20,167,0,30,59,70,6
2014-04-08,"Joondalup Health Campus",88,248,0,37,84,122,4
2014-04-09,"Royal Perth Hospital",105,249,5,38,87,93,26
2014-04-09,"Fremantle Hospital",68,145,0,21,58,52,14
2014-04-09,"Princess Margaret Hospital For Children",41,184,0,8,49,123,4
2014-04-09,"King Edward Memorial Hospital For Women",0,41,0,0,7,20,14
2014-04-09,"Sir Charles Gairdner Hospital",102,182,0,42,86,50,0
2014-04-09,"Armadale/Kelmscott District Memorial Hospital",26,163,0,27,71,56,8
2014-04-09,"Swan District Hospital",19,142,0,25,51,58,7
2014-04-09,"Rockingham General Hospital",12,142,0,11,41,81,8
2014-04-09,"Joondalup Health Campus",70,265,0,18,95,150,0
2014-04-10,"Royal Perth Hospital",98,214,0,31,91,83,8
2014-04-10,"Fremantle Hospital",84,175,0,31,66,59,18
2014-04-10,"Princess Margaret Hospital For Children",30,198,0,3,46,146,0
2014-04-10,"King Edward Memorial Hospital For Women",0,39,0,0,0,23,14
2014-04-10,"Sir Charles Gairdner Hospital",105,206,5,41,82,73,5
2014-04-10,"Armadale/Kelmscott District Memorial Hospital",19,162,0,22,53,72,14
2014-04-10,"Swan District Hospital",20,144,0,16,52,58,17
2014-04-10,"Rockingham General Hospital",25,159,4,18,67,70,0
2014-04-10,"Joondalup Health Campus",81,266,0,22,101,138,4
2014-04-11,"Royal Perth Hospital",100,249,5,40,103,83,18
2014-04-11,"Fremantle Hospital",52,159,5,23,62,56,13
2014-04-11,"Princess Margaret Hospital For Children",35,203,4,13,49,134,3
2014-04-11,"King Edward Memorial Hospital For Women",5,48,0,0,0,24,21
2014-04-11,"Sir Charles Gairdner Hospital",98,186,0,41,83,54,7
2014-04-11,"Armadale/Kelmscott District Memorial Hospital",19,163,0,28,62,62,9
2014-04-11,"Swan District Hospital",31,134,0,24,44,55,9
2014-04-11,"Rockingham General Hospital",18,139,0,13,35,80,11
2014-04-11,"Joondalup Health Campus",82,288,0,40,99,142,5
2014-04-12,"Royal Perth Hospital",82,243,5,37,78,103,20
2014-04-12,"Fremantle Hospital",60,167,0,24,66,56,20
2014-04-12,"Princess Margaret Hospital For Children",35,205,0,6,49,147,0
2014-04-12,"King Edward Memorial Hospital For Women",4,33,0,0,3,19,11
2014-04-12,"Sir Charles Gairdner Hospital",90,184,3,40,86,53,0
2014-04-12,"Armadale/Kelmscott District Memorial Hospital",12,180,0,18,59,90,13
2014-04-12,"Swan District Hospital",30,127,0,22,45,54,6
2014-04-12,"Rockingham General Hospital",14,117,0,8,38,63,7
2014-04-12,"Joondalup Health Campus",77,273,0,33,77,157,5
2014-04-13,"Royal Perth Hospital",91,229,4,35,86,80,23
2014-04-13,"Fremantle Hospital",69,180,0,37,66,53,24
2014-04-13,"Princess Margaret Hospital For Children",28,206,0,15,49,138,3
2014-04-13,"King Edward Memorial Hospital For Women",4,23,0,0,3,17,3
2014-04-13,"Sir Charles Gairdner Hospital",99,216,4,45,94,67,6
2014-04-13,"Armadale/Kelmscott District Memorial Hospital",17,199,0,26,82,83,7
2014-04-13,"Swan District Hospital",26,158,0,25,51,68,14
2014-04-13,"Rockingham General Hospital",12,145,0,14,43,65,23
2014-04-13,"Joondalup Health Campus",84,294,0,39,115,128,11
2014-04-14,"Royal Perth Hospital",96,237,3,46,95,67,25
2014-04-14,"Fremantle Hospital",58,149,0,34,51,52,12
2014-04-14,"Princess Margaret Hospital For Children",33,203,0,5,59,135,4
2014-04-14,"King Edward Memorial Hospital For Women",3,49,0,0,5,18,26
2014-04-14,"Sir Charles Gairdner Hospital",96,200,0,51,98,50,0
2014-04-14,"Armadale/Kelmscott District Memorial Hospital",34,174,3,22,57,58,34
2014-04-14,"Swan District Hospital",28,141,0,16,59,43,21
2014-04-14,"Rockingham General Hospital",23,161,0,14,47,95,5
2014-04-14,"Joondalup Health Campus",75,284,0,42,100,135,6
2014-04-15,"Royal Perth Hospital",107,245,5,46,91,93,9
2014-04-15,"Fremantle Hospital",74,169,3,24,68,60,14
2014-04-15,"Princess Margaret Hospital For Children",39,195,0,9,48,133,4
2014-04-15,"King Edward Memorial Hospital For Women",8,47,0,0,4,24,19
2014-04-15,"Sir Charles Gairdner Hospital",95,196,0,55,90,46,3
2014-04-15,"Armadale/Kelmscott District Memorial Hospital",24,168,0,33,73,56,6
2014-04-15,"Swan District Hospital",32,132,0,31,42,51,7
2014-04-15,"Rockingham General Hospital",19,156,0,17,48,72,17
2014-04-15,"Joondalup Health Campus",79,267,0,30,70,152,13
2014-04-16,"Royal Perth Hospital",103,208,6,30,92,57,22
2014-04-16,"Fremantle Hospital",63,163,0,28,68,55,11
2014-04-16,"Princess Margaret Hospital For Children",23,164,0,6,40,115,0
2014-04-16,"King Edward Memorial Hospital For Women",0,35,0,0,0,16,17
2014-04-16,"Sir Charles Gairdner Hospital",101,183,0,44,80,52,5
2014-04-16,"Armadale/Kelmscott District Memorial Hospital",22,160,0,21,59,74,5
2014-04-16,"Swan District Hospital",18,115,0,22,37,50,4
2014-04-16,"Rockingham General Hospital",9,133,0,17,50,62,3
2014-04-16,"Joondalup Health Campus",79,253,0,34,81,136,0
2014-04-17,"Royal Perth Hospital",122,248,7,30,112,75,24
2014-04-17,"Fremantle Hospital",78,168,0,37,62,61,8
2014-04-17,"Princess Margaret Hospital For Children",35,167,0,8,40,113,6
2014-04-17,"King Edward Memorial Hospital For Women",4,59,0,0,0,23,34
2014-04-17,"Sir Charles Gairdner Hospital",87,180,0,41,72,48,18
2014-04-17,"Armadale/Kelmscott District Memorial Hospital",10,141,0,17,47,61,15
2014-04-17,"Swan District Hospital",26,122,0,20,40,41,20
2014-04-17,"Rockingham General Hospital",9,134,0,11,43,70,8
2014-04-17,"Joondalup Health Campus",69,248,0,22,101,110,15
2014-04-18,"Royal Perth Hospital",108,245,4,35,81,107,17
2014-04-18,"Fremantle Hospital",56,177,0,35,71,57,13
2014-04-18,"Princess Margaret Hospital For Children",31,192,0,3,47,140,0
2014-04-18,"King Edward Memorial Hospital For Women",5,36,0,0,5,18,12
2014-04-18,"Sir Charles Gairdner Hospital",92,172,0,39,67,56,8
2014-04-18,"Armadale/Kelmscott District Memorial Hospital",12,172,0,17,63,78,14
2014-04-18,"Swan District Hospital",16,107,3,18,38,44,4
2014-04-18,"Rockingham General Hospital",23,155,0,15,57,74,8
2014-04-18,"Joondalup Health Campus",72,252,0,23,95,124,10
2014-04-19,"Royal Perth Hospital",75,194,4,29,61,74,26
2014-04-19,"Fremantle Hospital",56,161,0,19,48,61,31
2014-04-19,"Princess Margaret Hospital For Children",30,212,0,7,49,156,0
2014-04-19,"King Edward Memorial Hospital For Women",5,31,0,0,4,15,10
2014-04-19,"Sir Charles Gairdner Hospital",69,149,4,32,64,42,7
2014-04-19,"Armadale/Kelmscott District Memorial Hospital",22,162,0,21,60,72,9
2014-04-19,"Swan District Hospital",29,145,0,25,39,62,18
2014-04-19,"Rockingham General Hospital",20,130,0,16,42,61,11
2014-04-19,"Joondalup Health Campus",61,238,0,29,74,126,9
2014-04-20,"Royal Perth Hospital",85,201,4,28,48,102,18
2014-04-20,"Fremantle Hospital",72,172,0,20,60,68,23
2014-04-20,"Princess Margaret Hospital For Children",46,180,0,0,34,141,3
2014-04-20,"King Edward Memorial Hospital For Women",7,40,0,0,8,25,6
2014-04-20,"Sir Charles Gairdner Hospital",89,173,0,32,103,34,0
2014-04-20,"Armadale/Kelmscott District Memorial Hospital",12,164,0,15,53,84,12
2014-04-20,"Swan District Hospital",23,149,0,27,38,66,16
2014-04-20,"Rockingham General Hospital",16,144,0,11,44,81,8
2014-04-20,"Joondalup Health Campus",73,274,0,29,70,160,15
2014-04-21,"Royal Perth Hospital",95,239,6,25,87,102,19
2014-04-21,"Fremantle Hospital",71,170,0,30,56,57,25
2014-04-21,"Princess Margaret Hospital For Children",45,202,3,8,41,145,5
2014-04-21,"King Edward Memorial Hospital For Women",3,29,0,0,4,14,10
2014-04-21,"Sir Charles Gairdner Hospital",104,176,3,40,82,46,5
2014-04-21,"Armadale/Kelmscott District Memorial Hospital",21,222,0,26,67,109,20
2014-04-21,"Swan District Hospital",27,138,3,18,44,59,14
2014-04-21,"Rockingham General Hospital",17,154,0,15,44,93,0
2014-04-21,"Joondalup Health Campus",73,286,0,34,97,139,16
2014-04-22,"Royal Perth Hospital",124,254,4,40,99,91,20
2014-04-22,"Fremantle Hospital",66,164,0,25,64,60,13
2014-04-22,"Princess Margaret Hospital For Children",32,153,0,4,42,103,4
2014-04-22,"King Edward Memorial Hospital For Women",4,50,0,0,4,23,23
2014-04-22,"Sir Charles Gairdner Hospital",106,204,0,48,105,43,7
2014-04-22,"Armadale/Kelmscott District Memorial Hospital",12,185,0,18,76,71,18
2014-04-22,"Swan District Hospital",19,142,0,23,62,49,7
2014-04-22,"Rockingham General Hospital",6,146,0,15,41,80,10
2014-04-22,"Joondalup Health Campus",75,285,0,26,114,134,10
2014-04-23,"Royal Perth Hospital",122,222,10,30,87,84,11
2014-04-23,"Fremantle Hospital",56,148,4,17,64,49,14
2014-04-23,"Princess Margaret Hospital For Children",36,169,0,3,47,116,0
2014-04-23,"King Edward Memorial Hospital For Women",9,53,0,0,6,29,18
2014-04-23,"Sir Charles Gairdner Hospital",84,171,3,38,74,54,0
2014-04-23,"Armadale/Kelmscott District Memorial Hospital",21,162,0,23,56,70,13
2014-04-23,"Swan District Hospital",17,118,0,16,38,48,14
2014-04-23,"Rockingham General Hospital",12,139,0,11,46,75,6
2014-04-23,"Joondalup Health Campus",71,228,0,18,94,101,13
2014-04-24,"Royal Perth Hospital",87,213,0,29,77,88,18
2014-04-24,"Fremantle Hospital",76,161,0,25,57,60,18
2014-04-24,"Princess Margaret Hospital For Children",36,174,0,10,49,112,3
2014-04-24,"King Edward Memorial Hospital For Women",7,61,0,0,0,30,29
2014-04-24,"Sir Charles Gairdner Hospital",89,167,0,34,84,40,9
2014-04-24,"Armadale/Kelmscott District Memorial Hospital",21,160,0,17,66,61,15
2014-04-24,"Swan District Hospital",22,124,0,20,45,47,12
2014-04-24,"Rockingham General Hospital",27,121,0,14,46,56,4
2014-04-24,"Joondalup Health Campus",86,279,0,32,114,125,7
2014-04-25,"Royal Perth Hospital",92,239,3,35,93,94,14
2014-04-25,"Fremantle Hospital",54,147,0,18,53,58,18
2014-04-25,"Princess Margaret Hospital For Children",32,183,0,5,32,146,0
2014-04-25,"King Edward Memorial Hospital For Women",0,32,0,0,5,16,11
2014-04-25,"Sir Charles Gairdner Hospital",75,174,0,47,87,39,0
2014-04-25,"Armadale/Kelmscott District Memorial Hospital",19,184,3,25,75,70,11
2014-04-25,"Swan District Hospital",30,139,0,31,39,58,10
2014-04-25,"Rockingham General Hospital",16,139,0,14,39,79,6
2014-04-25,"Joondalup Health Campus",53,244,3,18,100,121,0
2014-04-26,"Royal Perth Hospital",84,241,3,40,92,92,14
2014-04-26,"Fremantle Hospital",61,186,0,24,72,70,19
2014-04-26,"Princess Margaret Hospital For Children",33,163,0,4,40,118,0
2014-04-26,"King Edward Memorial Hospital For Women",5,33,0,0,6,19,8
2014-04-26,"Sir Charles Gairdner Hospital",76,192,0,36,85,67,0
2014-04-26,"Armadale/Kelmscott District Memorial Hospital",22,184,0,21,89,62,11
2014-04-26,"Swan District Hospital",26,146,0,31,54,54,6
2014-04-26,"Rockingham General Hospital",10,153,0,15,48,77,13
2014-04-26,"Joondalup Health Campus",75,281,0,29,84,153,14
2014-04-27,"Royal Perth Hospital",90,223,0,38,81,95,6
2014-04-27,"Fremantle Hospital",63,187,0,28,52,79,27
2014-04-27,"Princess Margaret Hospital For Children",31,185,0,11,33,138,0
2014-04-27,"King Edward Memorial Hospital For Women",0,29,0,0,3,14,10
2014-04-27,"Sir Charles Gairdner Hospital",76,179,3,34,93,45,4
2014-04-27,"Armadale/Kelmscott District Memorial Hospital",24,167,0,20,65,70,11
2014-04-27,"Swan District Hospital",24,165,0,22,58,72,13
2014-04-27,"Rockingham General Hospital",21,153,0,21,45,82,5
2014-04-27,"Joondalup Health Campus",64,264,0,32,81,137,14
2014-04-28,"Royal Perth Hospital",92,240,0,32,83,101,22
2014-04-28,"Fremantle Hospital",71,158,0,24,50,63,19
2014-04-28,"Princess Margaret Hospital For Children",43,193,0,9,56,124,4
2014-04-28,"King Edward Memorial Hospital For Women",5,49,0,0,10,22,16
2014-04-28,"Sir Charles Gairdner Hospital",94,184,0,47,74,59,0
2014-04-28,"Armadale/Kelmscott District Memorial Hospital",25,165,0,28,65,56,16
2014-04-28,"Swan District Hospital",27,138,0,22,44,63,8
2014-04-28,"Rockingham General Hospital",16,156,0,13,58,76,8
2014-04-28,"Joondalup Health Campus",84,279,0,34,84,149,12
2014-04-29,"Royal Perth Hospital",109,225,5,38,94,80,8
2014-04-29,"Fremantle Hospital",76,178,0,35,74,61,6
2014-04-29,"Princess Margaret Hospital For Children",36,161,0,8,39,113,0
2014-04-29,"King Edward Memorial Hospital For Women",0,38,0,0,4,15,19
2014-04-29,"Sir Charles Gairdner Hospital",101,189,0,54,83,49,0
2014-04-29,"Armadale/Kelmscott District Memorial Hospital",21,138,0,22,50,54,11
2014-04-29,"Swan District Hospital",32,117,0,26,37,39,15
2014-04-29,"Rockingham General Hospital",24,146,0,21,36,80,8
2014-04-29,"Joondalup Health Campus",66,201,0,27,71,98,3
2014-04-30,"Royal Perth Hospital",98,207,7,26,73,88,13
2014-04-30,"Fremantle Hospital",65,165,0,23,70,63,9
2014-04-30,"Princess Margaret Hospital For Children",34,181,0,4,56,112,7
2014-04-30,"King Edward Memorial Hospital For Women",0,34,0,0,0,16,18
2014-04-30,"Sir Charles Gairdner Hospital",97,174,0,38,73,57,4
2014-04-30,"Armadale/Kelmscott District Memorial Hospital",14,144,0,20,67,50,7
2014-04-30,"Swan District Hospital",27,114,0,10,68,34,0
2014-04-30,"Rockingham General Hospital",14,140,0,18,45,71,4
2014-04-30,"Joondalup Health Campus",69,241,0,36,98,101,5
2014-05-01,"Royal Perth Hospital",101,211,5,33,113,53,6
2014-05-01,"Fremantle Hospital",74,138,0,24,57,48,7
2014-05-01,"Princess Margaret Hospital For Children",36,183,0,6,40,136,0
2014-05-01,"King Edward Memorial Hospital For Women",5,45,0,0,0,16,27
2014-05-01,"Sir Charles Gairdner Hospital",83,147,0,44,60,40,0
2014-05-01,"Armadale/Kelmscott District Memorial Hospital",22,143,0,18,72,48,3
2014-05-01,"Swan District Hospital",40,128,0,27,36,55,9
2014-05-01,"Rockingham General Hospital",18,141,0,14,56,67,4
2014-05-01,"Joondalup Health Campus",78,231,0,30,80,115,4
2014-05-02,"Royal Perth Hospital",82,183,0,27,66,71,17
2014-05-02,"Fremantle Hospital",68,138,0,25,55,41,15
2014-05-02,"Princess Margaret Hospital For Children",28,164,0,4,41,117,0
2014-05-02,"King Edward Memorial Hospital For Women",4,47,0,0,5,10,32
2014-05-02,"Sir Charles Gairdner Hospital",95,161,0,46,78,31,5
2014-05-02,"Armadale/Kelmscott District Memorial Hospital",13,144,0,21,54,59,9
2014-05-02,"Swan District Hospital",25,122,0,22,42,50,7
2014-05-02,"Rockingham General Hospital",15,141,0,18,53,66,3
2014-05-02,"Joondalup Health Campus",70,233,0,28,82,119,3
2014-05-03,"Royal Perth Hospital",86,209,6,31,70,74,28
2014-05-03,"Fremantle Hospital",70,169,0,26,66,68,9
2014-05-03,"Princess Margaret Hospital For Children",29,201,0,7,51,139,4
2014-05-03,"King Edward Memorial Hospital For Women",3,41,0,0,3,18,19
2014-05-03,"Sir Charles Gairdner Hospital",90,169,3,40,80,45,0
2014-05-03,"Armadale/Kelmscott District Memorial Hospital",19,182,0,22,65,80,14
2014-05-03,"Swan District Hospital",31,135,0,26,52,50,6
2014-05-03,"Rockingham General Hospital",20,135,0,14,39,66,16
2014-05-03,"Joondalup Health Campus",63,240,0,27,80,132,0
2014-05-04,"Royal Perth Hospital",90,226,6,33,73,103,11
2014-05-04,"Fremantle Hospital",55,155,0,26,45,55,28
2014-05-04,"Princess Margaret Hospital For Children",35,195,0,11,63,117,4
2014-05-04,"King Edward Memorial Hospital For Women",6,34,0,0,3,25,6
2014-05-04,"Sir Charles Gairdner Hospital",80,154,0,37,78,37,0
2014-05-04,"Armadale/Kelmscott District Memorial Hospital",21,176,0,22,64,77,13
2014-05-04,"Swan District Hospital",24,164,0,18,44,78,22
2014-05-04,"Rockingham General Hospital",9,126,0,13,34,73,6
2014-05-04,"Joondalup Health Campus",71,279,0,27,120,129,0
2014-05-05,"Royal Perth Hospital",93,221,0,45,75,92,9
2014-05-05,"Fremantle Hospital",66,164,0,33,67,52,12
2014-05-05,"Princess Margaret Hospital For Children",36,200,0,10,42,144,3
2014-05-05,"King Edward Memorial Hospital For Women",8,45,0,0,7,15,22
2014-05-05,"Sir Charles Gairdner Hospital",95,190,0,45,86,52,5
2014-05-05,"Armadale/Kelmscott District Memorial Hospital",28,177,0,19,76,72,9
2014-05-05,"Swan District Hospital",31,133,0,32,37,53,11
2014-05-05,"Rockingham General Hospital",20,137,0,19,40,63,14
2014-05-05,"Joondalup Health Campus",82,266,0,29,89,148,0
2014-05-06,"Royal Perth Hospital",102,224,6,30,74,95,19
2014-05-06,"Fremantle Hospital",64,159,0,32,61,49,15
2014-05-06,"Princess Margaret Hospital For Children",42,203,0,11,54,130,7
2014-05-06,"King Edward Memorial Hospital For Women",0,32,0,0,3,13,16
2014-05-06,"Sir Charles Gairdner Hospital",99,164,3,58,75,27,0
2014-05-06,"Armadale/Kelmscott District Memorial Hospital",23,158,0,18,63,61,15
2014-05-06,"Swan District Hospital",29,112,0,21,42,44,5
2014-05-06,"Rockingham General Hospital",8,117,0,13,30,71,3
2014-05-06,"Joondalup Health Campus",82,268,0,30,94,138,5
2014-05-07,"Royal Perth Hospital",91,205,6,38,92,67,0
2014-05-07,"Fremantle Hospital",65,145,4,23,73,41,4
2014-05-07,"Princess Margaret Hospital For Children",33,185,0,8,48,127,0
2014-05-07,"King Edward Memorial Hospital For Women",4,47,0,0,0,26,19
2014-05-07,"Sir Charles Gairdner Hospital",100,171,7,39,87,37,0
2014-05-07,"Armadale/Kelmscott District Memorial Hospital",20,177,0,31,72,65,8
2014-05-07,"Swan District Hospital",44,133,0,21,51,53,8
2014-05-07,"Rockingham General Hospital",22,129,0,12,41,75,0
2014-05-07,"Joondalup Health Campus",76,246,0,28,109,98,9
2014-05-08,"Royal Perth Hospital",85,215,0,32,80,88,13
2014-05-08,"Fremantle Hospital",66,131,0,21,44,50,14
2014-05-08,"Princess Margaret Hospital For Children",35,188,0,5,47,131,5
2014-05-08,"King Edward Memorial Hospital For Women",0,47,0,0,6,19,22
2014-05-08,"Sir Charles Gairdner Hospital",90,150,4,48,64,30,4
2014-05-08,"Armadale/Kelmscott District Memorial Hospital",26,142,0,27,61,42,12
2014-05-08,"Swan District Hospital",25,119,0,27,36,42,12
2014-05-08,"Rockingham General Hospital",14,136,0,11,34,85,5
2014-05-08,"Joondalup Health Campus",67,237,0,25,98,101,12
2014-05-09,"Royal Perth Hospital",102,221,8,35,85,87,6
2014-05-09,"Fremantle Hospital",74,147,0,39,52,39,17
2014-05-09,"Princess Margaret Hospital For Children",40,203,0,13,59,127,0
2014-05-09,"King Edward Memorial Hospital For Women",5,46,0,0,9,10,27
2014-05-09,"Sir Charles Gairdner Hospital",106,181,4,52,80,37,8
2014-05-09,"Armadale/Kelmscott District Memorial Hospital",17,157,0,24,65,55,12
2014-05-09,"Swan District Hospital",29,142,3,32,45,56,6
2014-05-09,"Rockingham General Hospital",18,140,0,8,59,72,0
2014-05-09,"Joondalup Health Campus",73,252,0,36,87,120,8
2014-05-10,"Royal Perth Hospital",99,230,0,42,71,89,27
2014-05-10,"Fremantle Hospital",55,167,0,33,53,68,12
2014-05-10,"Princess Margaret Hospital For Children",27,187,0,8,44,133,0
2014-05-10,"King Edward Memorial Hospital For Women",13,42,0,0,8,21,13
2014-05-10,"Sir Charles Gairdner Hospital",111,207,0,53,93,59,0
2014-05-10,"Armadale/Kelmscott District Memorial Hospital",21,160,0,20,60,50,29
2014-05-10,"Swan District Hospital",34,139,0,23,52,58,5
2014-05-10,"Rockingham General Hospital",13,124,0,13,49,60,0
2014-05-10,"Joondalup Health Campus",64,258,0,26,89,138,4
2014-05-11,"Royal Perth Hospital",101,207,0,28,69,80,27
2014-05-11,"Fremantle Hospital",71,153,0,26,42,71,12
2014-05-11,"Princess Margaret Hospital For Children",37,204,0,8,56,134,6
2014-05-11,"King Edward Memorial Hospital For Women",0,21,0,0,0,16,5
2014-05-11,"Sir Charles Gairdner Hospital",106,197,0,48,94,51,0
2014-05-11,"Armadale/Kelmscott District Memorial Hospital",24,198,0,30,74,89,4
2014-05-11,"Swan District Hospital",25,152,0,21,39,63,28
2014-05-11,"Rockingham General Hospital",12,144,0,14,35,89,5
2014-05-11,"Joondalup Health Campus",78,323,4,35,119,159,6
2014-05-12,"Royal Perth Hospital",115,248,4,58,73,79,34
2014-05-12,"Fremantle Hospital",63,168,0,28,53,62,24
2014-05-12,"Princess Margaret Hospital For Children",48,206,0,10,56,137,0
2014-05-12,"King Edward Memorial Hospital For Women",3,44,0,0,7,18,19
2014-05-12,"Sir Charles Gairdner Hospital",103,198,3,48,81,59,7
2014-05-12,"Armadale/Kelmscott District Memorial Hospital",35,199,0,35,73,73,16
2014-05-12,"Swan District Hospital",28,142,0,27,41,58,16
2014-05-12,"Rockingham General Hospital",23,162,0,16,54,86,6
2014-05-12,"Joondalup Health Campus",82,289,0,38,91,147,11
2014-05-13,"Royal Perth Hospital",112,213,8,23,71,84,27
2014-05-13,"Fremantle Hospital",68,157,0,19,63,61,13
2014-05-13,"Princess Margaret Hospital For Children",31,187,0,14,56,113,3
2014-05-13,"King Edward Memorial Hospital For Women",10,39,0,0,8,13,18
2014-05-13,"Sir Charles Gairdner Hospital",93,163,4,39,88,28,4
2014-05-13,"Armadale/Kelmscott District Memorial Hospital",18,170,0,18,77,67,8
2014-05-13,"Swan District Hospital",27,133,0,21,40,61,10
2014-05-13,"Rockingham General Hospital",20,118,0,13,48,49,8
2014-05-13,"Joondalup Health Campus",70,261,0,32,90,131,7
2014-05-14,"Royal Perth Hospital",98,206,3,40,84,63,15
2014-05-14,"Fremantle Hospital",55,133,0,22,36,49,25
2014-05-14,"Princess Margaret Hospital For Children",38,219,0,11,53,150,4
2014-05-14,"King Edward Memorial Hospital For Women",9,46,0,3,3,19,21
2014-05-14,"Sir Charles Gairdner Hospital",80,164,0,38,84,35,6
2014-05-14,"Armadale/Kelmscott District Memorial Hospital",25,161,0,21,67,58,14
2014-05-14,"Swan District Hospital",33,139,0,23,62,46,7
2014-05-14,"Rockingham General Hospital",9,141,0,16,44,68,11
2014-05-14,"Joondalup Health Campus",60,248,0,24,74,143,7
2014-05-15,"Royal Perth Hospital",108,228,4,41,84,83,16
2014-05-15,"Fremantle Hospital",64,142,0,26,55,46,13
2014-05-15,"Princess Margaret Hospital For Children",34,167,0,6,57,101,0
2014-05-15,"King Edward Memorial Hospital For Women",10,44,0,0,4,23,17
2014-05-15,"Sir Charles Gairdner Hospital",98,169,0,45,78,40,4
2014-05-15,"Armadale/Kelmscott District Memorial Hospital",20,167,0,31,66,58,12
2014-05-15,"Swan District Hospital",34,138,0,26,51,53,6
2014-05-15,"Rockingham General Hospital",14,134,0,19,38,72,5
2014-05-15,"Joondalup Health Campus",85,263,0,35,95,128,4
2014-05-16,"Royal Perth Hospital",97,199,5,24,85,76,8
2014-05-16,"Fremantle Hospital",66,147,0,34,37,59,17
2014-05-16,"Princess Margaret Hospital For Children",37,196,0,12,57,120,7
2014-05-16,"King Edward Memorial Hospital For Women",3,60,0,0,9,26,24
2014-05-16,"Sir Charles Gairdner Hospital",91,160,3,40,70,46,0
2014-05-16,"Armadale/Kelmscott District Memorial Hospital",11,150,3,21,47,70,9
2014-05-16,"Swan District Hospital",29,125,0,25,55,40,5
2014-05-16,"Rockingham General Hospital",10,113,0,10,37,62,3
2014-05-16,"Joondalup Health Campus",76,267,0,24,105,126,10
2014-05-17,"Royal Perth Hospital",95,234,8,37,83,92,13
2014-05-17,"Fremantle Hospital",57,149,0,24,59,48,17
2014-05-17,"Princess Margaret Hospital For Children",28,203,0,5,43,151,3
2014-05-17,"King Edward Memorial Hospital For Women",3,30,0,0,6,19,5
2014-05-17,"Sir Charles Gairdner Hospital",110,179,3,42,91,41,0
2014-05-17,"Armadale/Kelmscott District Memorial Hospital",24,163,0,23,56,66,16
2014-05-17,"Swan District Hospital",26,146,3,20,42,67,14
2014-05-17,"Rockingham General Hospital",11,125,0,15,45,60,3
2014-05-17,"Joondalup Health Campus",72,275,0,41,110,111,12
2014-05-18,"Royal Perth Hospital",107,245,8,40,87,78,32
2014-05-18,"Fremantle Hospital",73,180,0,28,59,77,14
2014-05-18,"Princess Margaret Hospital For Children",41,254,0,9,55,184,5
2014-05-18,"King Edward Memorial Hospital For Women",0,27,0,0,3,22,0
2014-05-18,"Sir Charles Gairdner Hospital",98,199,6,49,79,59,6
2014-05-18,"Armadale/Kelmscott District Memorial Hospital",16,202,0,22,100,74,6
2014-05-18,"Swan District Hospital",27,157,0,33,41,75,7
